开课状态,课程名称,学分,考核方式,课程性质,任课教师,选课课号,起止周,开课学院,<td>上课时间</td>,<td>上课地点</td>,<td>合班信息</td>
已开,离散数学1,2,学校组织,学科必修,陈溪源,(2019-2020-2)-A0507041-41169-5,1月16日,计算机学院（软件学院）,<td>周四第3.4节{第1-16周}</td>,<td>第6教研楼北122</td>,<td>19184111.19184115</td>
已开,计算机控制系统,2.5,学校组织,专业必修,石厅,(2019-2020-2)-A0602990-41093-1,1月16日,自动化学院（人工智能学院）,<td>周二第3.4.5节{第1-16周}</td>,<td>第12教研楼412</td>,<td>17060111.17060113</td>
已开,大学英语精读2B,2,学校组织,通识必修,马丽亚,(2019-2020-2)-A1101142-04109-5,1月16日,外国语学院,<td>周三第3.4节{第1-16周}</td>,<td>第6教研楼中105</td>,"<td title=""19010611.19010612.19010613.19010614.19010615.19010616.19010617.19123811.19124011.19124012.19124111.19220211.19221911.19222511.19222512.19280711.19280712.19280811"">19010611.19010612.19...</td>"
已开,中国概况,2,学院组织,通识必修,许婧,(2019-2020-2)-A110152G-41024-1,1月16日,外国语学院,<td>周五第6.7节{第1-16周}</td>,<td>第3教研楼115</td>,<td>19170401</td>
已开,计算机辅助图形设计,2,学院组织,学科必修,姜葳,(2019-2020-2)-A1500530-40445-1,1月8日,人文艺术与数字媒体学院、法学院,"<td title=""周一第6.7节{第1-8周};周一第8.9节{第1-8周}"">周一第6.7节{第1-8周};周一第8....</td>",<td>第6教研楼中309;第6教研楼中309</td>,<td>19220211</td>
已开,环境影响评价,3,学校组织,专业必修,陆娴婷/李欢旋,(2019-2020-2)-A2002960-40086-1,1月16日,材料与环境工程学院,<td>周一第3.4.5节{第1-16周}</td>,<td>第6教研楼中321</td>,<td>17200311</td>
已开,统计计算与SAS应用,2,考查,专业必修,牛阿丹,(2019-2020-2)-A220149s-41679-1,1月16日,经济学院,<td>周二第3.4节{第1-16周}</td>,<td>第9教研楼301</td>,<td>17150711.17150712</td>
已开,大学生职业发展与就业指导2,0.5,考查,通识必修,谷帅,(2019-2020-2)-A8400012-41278-2,3月12日,党委学生工作部、人民武装部—招生就业处（创业学院）,<td>周三第6.7节{第4-12周|双周}</td>,<td>第3教研楼111</td>,"<td title=""18041816.18041817.18042012.18042014"">18041816.18041817.18...</td>"
已开,决策支持系统,2,考查,专业选修,金鹏,(2019-2020-2)-B0305270-40859-1,1月16日,管理学院,<td>周四第10.11节{第1-16周}</td>,<td>第7教研楼南407</td>,<td>18031311</td>
已开,无线通信原理及应用,2,学院组织,专业选修,彭亮,(2019-2020-2)-B0402840-41313-1,1月16日,电子信息学院（微电子学院）,<td>周二第1.2节{第1-16周}</td>,<td>第6教研楼北308</td>,"<td title=""17041811.17041812.17041813.17041814.17041815.17041816.17041817.17041818.17041819.17041820.17041821.17041822.17041823.17041824.17041825.17041911.17041912.17042211.17042212"">17041811.17041812.17...</td>"
已开,无线与移动网络,2,考查,专业选修,张彦斌,(2019-2020-2)-B050396s-41068-1,1月16日,计算机学院（软件学院）,<td>周二第1.2节{第1-16周}</td>,<td>第7教研楼北216</td>,"<td title=""17052311.17052312.17052313.17052314.17052315.17052316.17052317.17052318.17058911"">17052311.17052312.17...</td>"
已开,保险法,2,学院组织,专业选修,王丹丹,(2019-2020-2)-B1200650-41465-1,1月16日,人文艺术与数字媒体学院、法学院,<td>周四第1.2节{第1-16周}</td>,<td>第6教研楼中325</td>,<td>17124011</td>
已开,环境材料,2,考查,专业选修,赵淑敏/殷好勇,(2019-2020-2)-B2002480-41100-2,1月16日,材料与环境工程学院,<td>周二第1.2节{第1-16周}</td>,<td>第6教研楼北108</td>,<td>17200312</td>
已开,世界环境保护研究与进展,2,考查,专业选修,赵红挺,(2019-2020-2)-B200596s-41319-1,1月16日,材料与环境工程学院,<td>周一第10.11节{第1-16周}</td>,<td>第7教研楼南317</td>,<td>18200311</td>
已开,Linux网络环境,2,学院组织,专业选修,付兴兵,(2019-2020-2)-B2703540-41877-1,1月16日,网络空间安全学院（浙江保密学院）,<td>周五第8.9节{第1-16周}</td>,<td>第6教研楼北122</td>,<td>18272411.18272412</td>
已开,控制系统设计及其仿真（Matlab）,2,考查,专业选修,孟爱华,(2019-2020-2)-C0100880-40463-1,1月9日,机械工程学院,"<td title=""周一第3.4节{第1-9周};周三第3.4节{第1-9周}"">周一第3.4节{第1-9周};周三第3....</td>","<td title=""第2教研楼北348（机房）;第2教研楼北348（机房）"">第2教研楼北348（机房）;第2教研楼北...</td>",<td>17010114</td>
已开,媒介与社会,2,学院组织,专业选修,蒋小花/付玉,(2019-2020-2)-C1504690-16013-1,1月16日,人文艺术与数字媒体学院、法学院,<td>周四第10.11节{第1-16周}</td>,<td>第7教研楼南311</td>,<td>17227011</td>
已开,电路与电子线路实验1,0.5,考查,实践必修,吕伟锋,(2019-2020-2)-S0400691-40128-8,5月16日,电子信息学院（微电子学院）,"<td title=""周三第10.11.12节{第5-15周|单周}"">周三第10.11.12节{第5-15周|...</td>","<td title=""第2教研楼中209（电路分析.信号系统实验室）"">第2教研楼中209（电路分析.信号系统实...</td>",<td>19040318</td>
已开,数字信号处理课程设计,1,考查,实践必修,赵巨峰,(2019-2020-2)-S0400940-41468-1,10月15日,电子信息学院（微电子学院）,"<td title=""周四第6.7节{第10-15周};周四第8节{第10-15周}"">周四第6.7节{第10-15周};周四第...</td>","<td title=""第2教研楼中237（单片机实验室）;第2教研楼中237（单片机实验室）"">第2教研楼中237（单片机实验室）;第2...</td>",<td>18040211</td>
已开,电磁场与微波实验,0.5,考查,实践必修,吴爱婷,(2019-2020-2)-S0402150-40287-9,3月8日,电子信息学院（微电子学院）,<td>周五第3.4.5节{第3-8周}</td>,<td>第2教研楼中237（单片机实验室）</td>,<td>17041821.17041822</td>
已开,创新综合实践,2,考查,实践必修,叶挺聪,(2019-2020-2)-S0500790-41945-1,1月16日,计算机学院（软件学院）,<td>周四第8.9节{第1-16周}</td>,<td>&nbsp;</td>,"<td title=""17052311.17052312.17052313.17052314.17052315.17052316.17052317.17052318.17052711.17052712.17052713.17058911.17059611.17059612"">17052311.17052312.17...</td>"
已开,通信电路与系统,3,学院组织,专业必修,林弥,(2019-2020-2)-A040095s-40139-1,1月16日,电子信息学院（微电子学院）,<td>周三第3.4.5节{第1-16周}</td>,<td>第7教研楼南221</td>,<td>18041811</td>
已开,电工基础及课程实验Ⅰ(中德),2,学院组织,学科必修,孔庆鹏/潘勉,(2019-2020-2)-A0401231-40593-1,1月16日,电子信息学院（微电子学院）,<td>周三第1.2节{第1-16周}</td>,<td>第12教研楼107</td>,<td>18038511</td>
已开,线性电子电路,3,学院组织,学科必修,胡炜薇,(2019-2020-2)-A0402080-40747-1,1月16日,电子信息学院（微电子学院）,"<td title=""周五第6.7节{第1-16周};周五第8节{第1-16周}"">周五第6.7节{第1-16周};周五第8...</td>",<td>第7教研楼南509;第7教研楼南509</td>,<td>18062816</td>
已开,Python语言程序设计,4,学校组织,通识必修,吴海虹,(2019-2020-2)-A0500690-40660-1,1月16日,计算机学院（软件学院）,"<td title=""周四第3.4.5节{第1-16周};周五第3.4节{第1-16周}"">周四第3.4.5节{第1-16周};周五...</td>",<td>第7教研楼北404;第7教研楼南111</td>,<td>19030412</td>
已开,面向对象程序设计（Java）,3,学院组织,学科必修,龚晓君,(2019-2020-2)-A0500820-40387-2,1月16日,计算机学院（软件学院）,<td>周二第3.4.5节{第1-16周}</td>,<td>第7教研楼北122</td>,<td>19050519.19050520</td>
已开,计算机组成原理（甲）,4,学校组织,专业必修,包健,(2019-2020-2)-A0507030-06025-1,1月16日,计算机学院（软件学院）,"<td title=""周一第6.7节{第1-16周};周三第3.4节{第1-16周}"">周一第6.7节{第1-16周};周三第3...</td>",<td>第6教研楼中107;第6教研楼中301</td>,<td>18052319</td>
已开,大学物理1,3,学校组织,通识必修,瞿青玲,(2019-2020-2)-A0715011-40692-2,1月16日,理学院,<td>周二第3.4.5节{第1-16周}</td>,<td>第12教研楼405</td>,<td>19270301.19270302</td>
已开,大学英语精读2A,2,学校组织,通识必修,于硕洋,(2019-2020-2)-A1101141-40751-1,1月16日,外国语学院,<td>周四第1.2节{第1-16周}</td>,<td>第7教研楼南311</td>,<td>19184115</td>
已开,大学英语精读2B,2,学校组织,通识必修,刘晓红,(2019-2020-2)-A1101142-04143-1,1月16日,外国语学院,<td>周一第1.2节{第1-16周}</td>,<td>第7教研楼南105</td>,"<td title=""19040311.19040312.19040313.19040314.19040315.19040316.19040317.19040318.19040319.19040320.19040321.19040322.19070511.19070512.19070611.19070612.19070613"">19040311.19040312.19...</td>"
已开,大学英语听说2B,1,学校组织,通识必修,许颖欣,(2019-2020-2)-A1101192-40614-2,9月16日,外国语学院,<td>周三第1.2节{第9-16周}</td>,<td>第7教研楼南309</td>,"<td title=""19040311.19040312.19040313.19040314.19040315.19040316.19040317.19040318.19040319.19040320.19040321.19040322.19070511.19070512.19070611.19070612.19070613"">19040311.19040312.19...</td>"
已开,大学英语听说2C,1,学校组织,通识必修,何艳,(2019-2020-2)-A1101193-04059-2,9月16日,外国语学院,<td>周二第1.2节{第9-16周}</td>,<td>第3教研楼210</td>,"<td title=""19151211.19151212.19151213.19151214.19151215.19151216.19151217.19151218.19200311.19200312.19208811.19208812.19208813.19270301.19270302.19272401.19272402.19273601.19273602"">19151211.19151212.19...</td>"
已开,税法,3,学校组织,学科必修,燕洪国,(2019-2020-2)-A1402250-41064-2,1月16日,会计学院,<td>周三第3.4.5节{第1-16周}</td>,<td>第6教研楼北118</td>,<td>18140612</td>
已开,用户体验与需求分析,3,学院组织,专业必修,施妍,(2019-2020-2)-A150768s-41529-1,1月8日,人文艺术与数字媒体学院、法学院,"<td title=""周二第3.4.5节{第1-8周};周四第3.4.5节{第1-8周}"">周二第3.4.5节{第1-8周};周四第...</td>",<td>第7教研楼北118;第3教研楼115</td>,<td>18221611</td>
已开,中国近现代史纲要,3,学院组织,通识必修,刘伟彦,(2019-2020-2)-A2301150-42392-1,1月16日,马克思主义学院,<td>周四第6.7节{第1-16周}</td>,<td>第7教研楼中3012</td>,<td>19151211.19151212</td>
已开,大学生职业发展与就业指导2,0.5,考查,通识必修,范文琪/高境鸿,(2019-2020-2)-A8400012-41925-3,3月12日,党委学生工作部、人民武装部—招生就业处（创业学院）,<td>周三第10.11节{第3-11周|单周}</td>,<td>第3教研楼215</td>,"<td title=""18272411.18272412.18273614"">18272411.18272412.18...</td>"
已开,数据结构,2,学院组织,专业选修,钱正丰,(2019-2020-2)-B0805350-41426-1,1月16日,通信工程学院,<td>周二第6.7节{第1-16周}</td>,<td>第6教研楼中325</td>,<td>18083411</td>
已开,数据库技术与应用,2,考查,专业选修,徐哲/何必仕,(2019-2020-2)-C0602700-40960-1,1月8日,自动化学院（人工智能学院）,"<td title=""周三第1.2节{第1-8周};周五第1.2节{第1-8周}"">周三第1.2节{第1-8周};周五第1....</td>",<td>第12教研楼416;第12教研楼416</td>,"<td title=""17062811.17062812.17062813.17062814.17062815.17062816.17062911"">17062811.17062812.17...</td>"
已开,电子表格与XBRL,2,考查,通识选修,马壮,(2019-2020-2)-C1402080-41951-1,1月16日,会计学院,<td>周五第1.2节{第1-16周}</td>,<td>第9教研楼203</td>,"<td title=""17140111.17140112.17140611.17140612"">17140111.17140112.17...</td>"
已开,生产计划与控制课程设计,2,考查,实践必修,程菲,(2019-2020-2)-S0301700-40771-1,9月16日,管理学院,"<td title=""周一第6.7节{第9-16周};周一第8.9节{第9-16周}"">周一第6.7节{第9-16周};周一第8...</td>",<td>第9教研楼405;第9教研楼405</td>,<td>18036811</td>
已开,电路分析实验,1,考查,实践必修,吕伟锋,(2019-2020-2)-S0403050-40128-4,6月16日,电子信息学院（微电子学院）,<td>周五第3.4.5节{第6-16周}</td>,"<td title=""第2教研楼中229（电路分析.信号系统实验室）"">第2教研楼中229（电路分析.信号系统实...</td>",<td>19080312</td>
已开,计算机组成原理课程设计（乙）,2,考查,实践必修,马虹,(2019-2020-2)-S0508270-40847-1,1月16日,计算机学院（软件学院）,<td>周二第3.4.5节{第1-16周}</td>,<td>第6教研楼北414</td>,<td>18052712.18059611</td>
已开,基于网络优化的深度学习算法研究,1,考查,专业选修,匡振中,(2019-2020-2)-YJ050020-42078-1,1月16日,计算机学院（软件学院）,<td>周三第3.4节{第1-16周}</td>,<td>第7教研楼北306</td>,"<td title=""18052311.18052312.18052313.18052314.18052315.18052316.18052317.18052318.18052319.18052320.18052321"">18052311.18052312.18...</td>"
已开,编译原理,3,学校组织,专业必修,王荣波,(2019-2020-2)-A0504360-40345-4,1月16日,计算机学院（软件学院）,"<td title=""周一第6.7节{第1-16周};周一第8节{第1-16周}"">周一第6.7节{第1-16周};周一第8...</td>",<td>第7教研楼北508;第7教研楼北508</td>,<td>18052321</td>
已开,信号分析与处理Ⅰ,3,学院组织,学科必修,武薇,(2019-2020-2)-A0600671-41345-1,1月16日,自动化学院（人工智能学院）,<td>周三第3.4.5节{第1-16周}</td>,<td>第7教研楼北116</td>,<td>18060112</td>
已开,高等数学A2,5,学校组织,通识必修,吴惠仙,(2019-2020-2)-A0714202-04159-1,1月16日,理学院,"<td title=""周一第3.4.5节{第1-16周};周四第1.2节{第1-16周}"">周一第3.4.5节{第1-16周};周四...</td>",<td>第6教研楼北416;第6教研楼北416</td>,<td>19050521.19050522</td>
已开,设计基础,4,考查,学科必修,钱金英,(2019-2020-2)-A1500790-40737-1,1月8日,人文艺术与数字媒体学院、法学院,"<td title=""周二第1.2节{第1-8周};周二第3.4节{第1-8周};周四第6.7节{第1-8周};周四第8.9节{第1-8周}"">周二第1.2节{第1-8周};周二第3....</td>","<td title=""第12教研楼510;第12教研楼510;第12教研楼510;第12教研楼510"">第12教研楼510;第12教研楼510;...</td>",<td>19280711</td>
已开,C++程序设计,3,学院组织,学科必修,徐伟栋,(2019-2020-2)-A1900430-40483-1,1月16日,自动化学院（人工智能学院）,"<td title=""周五第6.7节{第1-16周};周五第8节{第1-16周}"">周五第6.7节{第1-16周};周五第8...</td>",<td>第3教研楼415;第3教研楼415</td>,<td>19196111.19196112</td>
已开,中国近现代史纲要,3,学院组织,通识必修,韩健夫,(2019-2020-2)-A2301150-41995-3,1月16日,马克思主义学院,<td>周二第8.9节{第1-16周}</td>,<td>第7教研楼北322</td>,<td>19080315.19080316</td>
已开,中国近现代史纲要,3,学院组织,通识必修,侯成成,(2019-2020-2)-A2301150-42365-3,1月16日,马克思主义学院,<td>周二第8.9节{第1-16周}</td>,<td>第6教研楼北306</td>,<td>19148315.19148316</td>
已开,形势与政策（下）,1,考查,通识必修,谷帅,(2019-2020-2)-A2301192-41278-1,1月16日,党委学生工作部、人民武装部—学生处,<td>周三第6.7节{第1-15周|单周}</td>,<td>第3教研楼111</td>,"<td title=""18041814.18041815.18041816.18041817"">18041814.18041815.18...</td>"
已开,人工智能导论,3,考查,专业选修,余宙,(2019-2020-2)-B0504130-41882-1,1月16日,计算机学院（软件学院）,<td>周三第3.4.5节{第1-16周}</td>,<td>第6教研楼中327</td>,<td>17052315.17052316</td>
已开,三维动画设计,4,考查,专业选修,段宇杰,(2019-2020-2)-B1500730-41543-1,1月16日,人文艺术与数字媒体学院、法学院,"<td title=""周三第1.2节{第1-16周};周五第1.2节{第1-16周}"">周三第1.2节{第1-16周};周五第1...</td>",<td>第12教研楼401;第12教研楼401</td>,"<td title=""17222511.17222512.17222513"">17222511.17222512.17...</td>"
已开,生物材料学,3,学院组织,专业选修,李杜娟,(2019-2020-2)-B190343G-41449-1,1月16日,自动化学院（人工智能学院）,<td>周一第3.4.5节{第1-16周}</td>,<td>第3教研楼315</td>,<td>17173601</td>
已开,电子商务运营与管理,2,考查,专业选修,杨雅芬,(2019-2020-2)-B2200840-41667-1,1月16日,经济学院,<td>周四第6.7节{第1-16周}</td>,<td>第6教研楼中305</td>,<td>17150811</td>
已开,中国与浙江经济发展专题,2,考查,专业选修,周亚雄/沈炳珍/王国梁/马良/张辽/章辉/孙景蔚/朱喆,(2019-2020-2)-B2201710-41512-1,1月16日,经济学院,<td>周二第10.11节{第1-16周}</td>,<td>第7教研楼南505</td>,<td>17151111</td>
已开,电磁场与微波实验,0.5,考查,实践必修,吴爱婷,(2019-2020-2)-S0402150-40287-11,3月8日,电子信息学院（微电子学院）,"<td title=""周五第6.7节{第3-8周};周五第8节{第3-8周}"">周五第6.7节{第3-8周};周五第8节...</td>","<td title=""第2教研楼中237B（单片机实验室）;第2教研楼中237B（单片机实验室）"">第2教研楼中237B（单片机实验室）;第...</td>",<td>17041824</td>
已开,电磁场与微波实验,0.5,考查,实践必修,吴爱婷,(2019-2020-2)-S0402150-40287-7,3月8日,电子信息学院（微电子学院）,"<td title=""周一第6.7节{第3-8周};周一第8节{第3-8周}"">周一第6.7节{第3-8周};周一第8节...</td>","<td title=""第2教研楼中237（单片机实验室）;第2教研楼中237（单片机实验室）"">第2教研楼中237（单片机实验室）;第2...</td>",<td>17041817.17041818</td>
已开,电路分析实验,1,考查,实践必修,吕伟锋,(2019-2020-2)-S0403050-40128-14,6月16日,电子信息学院（微电子学院）,"<td title=""周二第6.7节{第6-16周};周二第8节{第6-16周}"">周二第6.7节{第6-16周};周二第8...</td>","<td title=""第2教研楼中225（电路分析.信号系统实验室）;第2教研楼中225（电路分析.信号系统实验室）"">第2教研楼中225（电路分析.信号系统实...</td>",<td>19080317</td>
已开,数据库系统原理课程设计,2,考查,专业选修,傅婷婷,(2019-2020-2)-S0500630-06022-1,6月16日,计算机学院（软件学院）,"<td title=""周一第6.7节{第6-16周};周一第8节{第6-16周}"">周一第6.7节{第6-16周};周一第8...</td>",<td>待定J2;待定J2</td>,<td>18052312.18052313</td>
已开,创新实践2,2,考查,实践必修,李平,(2019-2020-2)-S0500782-41599-1,1月16日,计算机学院（软件学院）,<td>周四第10.11节{第1-16周}</td>,<td>第3教研楼501</td>,"<td title=""18052311.18052312.18052313.18052314.18052315.18052316.18052317.18052318.18052319.18052320.18052321.18052711.18052712.18059611"">18052311.18052312.18...</td>"
已开,大学物理实验A1,1,学院组织,实践必修,待定1,(2019-2020-2)-S0718051-ls702-14,2月16日,理学院,"<td title=""周一第6.7节{第2-16周};周一第8节{第2-16周}"">周一第6.7节{第2-16周};周一第8...</td>",<td>大学物理实验中心I;大学物理实验中心I</td>,<td>19040316</td>
已开,大学物理实验A1,1,学院组织,实践必修,待定1,(2019-2020-2)-S0718051-ls702-51,2月16日,理学院,"<td title=""周一第6.7节{第2-16周};周一第8节{第2-16周}"">周一第6.7节{第2-16周};周一第8...</td>",<td>大学物理实验中心J;大学物理实验中心J</td>,<td>19040320</td>
已开,电子显微镜实验,1,考查,实践必修,马世玉,(2019-2020-2)-S2001240-42214-1,1月8日,材料与环境工程学院,"<td title=""周一第6.7节{第1-8周};周一第8.9节{第1-8周}"">周一第6.7节{第1-8周};周一第8....</td>",<td>第3教研楼525B;第3教研楼525B</td>,<td>17208812</td>
已开,德意志文化巡礼,2,考查,文明对话与国际视野,马绎,(2019-2020-2)-C1192015-42219-1,1月16日,外国语学院,<td>周四第6.7节{第1-16周}</td>,<td>第3教研楼112</td>,<td>&nbsp;</td>
已开,新闻学入门,2,考查,社会发展与公民教育,江黎黎,(2019-2020-2)-C1292011-40441-2,1月16日,人文艺术与数字媒体学院、法学院,<td>周四第8.9节{第1-16周}</td>,<td>第7教研楼南409</td>,<td>&nbsp;</td>
已开,材料科学与人类文明,2,考查,科技发展与科学精神,王昕,(2019-2020-2)-C2092012-41007-1,1月16日,材料与环境工程学院,<td>周二第8.9节{第1-16周}</td>,<td>第6教研楼中127</td>,<td>&nbsp;</td>
已开,资源环境与可持续发展,2,考查,科技发展与科学精神,巩建英,(2019-2020-2)-C2092015-41219-1,1月16日,材料与环境工程学院,<td>周二第8.9节{第1-16周}</td>,<td>第6教研楼中325</td>,<td>&nbsp;</td>
已开,人际交往团体训练,2,考查,心理健康选修,杨怀胜/夏朝霞,(2019-2020-2)-C6599002-40456-1,4月14日,党委学生工作部、人民武装部—学生处,<td>周四第6.7.8节{第4-14周}</td>,<td>综合楼308</td>,<td>&nbsp;</td>
0,电子设计（A）,2,考查,科技发展与科学精神,高明裕,(2019-2020-2)-C0497002-05050-1,1月16日,电子信息学院（微电子学院）,<td>周一第10.11节{第1-16周}</td>,<td>第6教研楼中101</td>,<td>&nbsp;</td>
已开,形体舞蹈,2,考查,人文任选,汪素霞,(2019-2020-2)-XJ000057-XJ053-2,4月14日,教务处,<td>周二第10.11.12节{第4-14周}</td>,<td>中国计量大学体育馆一楼</td>,<td>&nbsp;</td>
已开,创业基础,2,考查,创业教育,鹿红娟,(2019-2020-2)-C0399020-41414-1,1月16日,管理学院,<td>周四第8.9节{第1-16周}</td>,<td>第3教研楼401</td>,<td>&nbsp;</td>
已开,创业运营仿真,1,考查,创业教育,李晓,(2019-2020-2)-C0399022-29012-2,9月16日,管理学院,<td>周二第6.7节{第9-16周}</td>,<td>第12教研楼212</td>,<td>&nbsp;</td>
已开,创业运营仿真,1,考查,创业教育,刘正刚,(2019-2020-2)-C0399022-08045-2,9月16日,管理学院,<td>周四第8.9节{第9-16周}</td>,<td>第12教研楼410</td>,<td>&nbsp;</td>
已开,多媒体课件的设计与制作,2,考查,科技发展与科学精神,胡更生,(2019-2020-2)-C1592002-40675-2,1月16日,人文艺术与数字媒体学院、法学院,<td>周二第6.7节{第1-16周}</td>,<td>第7教研楼南109</td>,<td>&nbsp;</td>
已开,Java程序设计,2,考查,科技任选,裘鸿林,(2019-2020-2)-XJ000067-XJ226-1,4月14日,教务处,<td>周三第10.11.12节{第4-14周}</td>,<td>浙江育英职业技术学院1603A</td>,<td>&nbsp;</td>
已开,技术创新方法与实训,2,考查,科技发展与科学精神,严军荣,(2019-2020-2)-C0892007-41127-2,1月16日,通信工程学院,<td>周三第10.11节{第1-16周}</td>,<td>第7教研楼南305</td>,<td>&nbsp;</td>
已开,大学生与法,2,考查,社会发展与公民教育,蒋小花,(2019-2020-2)-C1592006-16013-2,1月16日,人文艺术与数字媒体学院、法学院,<td>周一第6.7节{第1-16周}</td>,<td>第12教研楼301</td>,<td>&nbsp;</td>
已开,第二外语:日语,4,考查,文明对话与国际视野,傅笔灵,(2019-2020-2)-C1192011-40555-2,1月16日,外国语学院,"<td title=""周二第3.4节{第1-16周};周四第3.4节{第1-16周}"">周二第3.4节{第1-16周};周四第3...</td>",<td>第3教研楼412;第3教研楼312</td>,<td>&nbsp;</td>
已开,世界民族音乐文化,2,考查,艺术创作与审美体验,吕东方,(2019-2020-2)-C5692014-04100-1,1月16日,团委,<td>周一第8.9节{第1-16周}</td>,<td>第3教研楼105</td>,<td>&nbsp;</td>
已开,化学与社会,2,考查,科技发展与科学精神,殷好勇/聂秋林,(2019-2020-2)-C2091001-40805-1,1月16日,材料与环境工程学院,<td>周二第8.9节{第1-16周}</td>,<td>第7教研楼中3012</td>,<td>&nbsp;</td>
已开,功能材料概论,2,考查,科技发展与科学精神,陈钢进,(2019-2020-2)-C0792005-40953-3,1月16日,理学院,<td>周一第10.11节{第1-16周}</td>,<td>第6教研楼北418</td>,<td>&nbsp;</td>
0,科技英语,2, ,外语模块,诸葛雯,(2019-2020-2)-A1101030-40464-2,1月16日,外国语学院,<td>周五第1.2节{第1-16周}</td>,<td>第7教研楼南403</td>,<td>&nbsp;</td>
已开,能源利用及其污染物控制,2,考查,科技发展与科学精神,王关晴,(2019-2020-2)-C0792004-40863-1,1月16日,理学院,<td>周四第10.11节{第1-16周}</td>,<td>第6教研楼北418</td>,<td>&nbsp;</td>
已开,创业运营仿真,1,考查,创业教育,李庆华/汝醒君,(2019-2020-2)-C0399022-41758-2,9月16日,管理学院,<td>周四第8.9节{第9-16周}</td>,<td>第9教研楼524</td>,<td>&nbsp;</td>
已开,现代经济管理基础,2,考查,社会发展与公民教育,徐建新,(2019-2020-2)-C0392003-40252-1,1月16日,管理学院,<td>周二第6.7节{第1-16周}</td>,<td>第12教研楼303</td>,<td>&nbsp;</td>
已开,第二外语:德语,4,考查,文明对话与国际视野,洪迎迎,(2019-2020-2)-C1192006-41714-1,1月16日,外国语学院,"<td title=""周一第3.4节{第1-16周};周四第3.4节{第1-16周}"">周一第3.4节{第1-16周};周四第3...</td>",<td>第3教研楼324;第3教研楼324</td>,<td>&nbsp;</td>
已开,第二外语:日语,4,考查,文明对话与国际视野,朱娜燕,(2019-2020-2)-C1192011-40556-3,1月16日,外国语学院,"<td title=""周一第3.4节{第1-16周};周二第6.7节{第1-16周}"">周一第3.4节{第1-16周};周二第6...</td>",<td>第3教研楼414;第3教研楼412</td>,<td>&nbsp;</td>
已开,VR/AR内容制作入门,2,考查,科技任选,陈缘,(2019-2020-2)-XJ000203-XJ188-1,4月14日,教务处,<td>周三第10.11.12节{第4-14周}</td>,<td>浙江工商大学文科实验楼412</td>,<td>&nbsp;</td>
已开,文学与生命探真,2,考查,人文经典与人文修养,赵媛媛,(2019-2020-2)-C1192013-41721-1,1月16日,外国语学院,<td>周二第6.7节{第1-16周}</td>,<td>第3教研楼220</td>,<td>&nbsp;</td>
已开,《道德经》的当代价值解读,2,考查,人文经典与人文修养,郑建功,(2019-2020-2)-C1291003-04086-4,1月16日,人文艺术与数字媒体学院、法学院,<td>周三第10.11节{第1-16周}</td>,<td>第12教研楼410</td>,<td>&nbsp;</td>
0,跨文化交际,2, ,外语模块,沈维维,(2019-2020-2)-A1102080-42405-3,1月16日,外国语学院,<td>周三第1.2节{第1-16周}</td>,<td>第7教研楼南503</td>,<td>&nbsp;</td>
已开,人工智能中的法律问题,2,考查,社会发展与公民教育,宁利昂,(2019-2020-2)-C1292051-42218-5,1月16日,人文艺术与数字媒体学院、法学院,<td>周四第8.9节{第1-16周}</td>,<td>第12教研楼303</td>,<td>&nbsp;</td>
已开,中西文化比较与交流,2,考查,文明对话与国际视野,王一安,(2019-2020-2)-C1191002-04054-1,1月16日,外国语学院,<td>周四第10.11节{第1-16周}</td>,<td>第3教研楼401</td>,<td>&nbsp;</td>
已开,幸福心理学,2,考查,心理健康选修,黄维锋,(2019-2020-2)-C1299051-41905-2,1月16日,人文艺术与数字媒体学院、法学院,<td>周一第10.11节{第1-16周}</td>,<td>第7教研楼南403</td>,<td>&nbsp;</td>
已开,现代物流基础,2,考查,经管任选,石纳芳,(2019-2020-2)-XJ000240-XJ240-1,4月14日,教务处,<td>周三第10.11.12节{第4-14周}</td>,"<td title=""浙江育英职业技术学院跨贸中心2210-2207"">浙江育英职业技术学院跨贸中心2210-2...</td>",<td>&nbsp;</td>
已开,当代审美文化导论,2,考查,艺术创作与审美体验,林新华,(2019-2020-2)-C1292028-40500-2,1月16日,人文艺术与数字媒体学院、法学院,<td>周二第6.7节{第1-16周}</td>,<td>第3教研楼305</td>,<td>&nbsp;</td>
已开,宋代文化与词学,2,考查,人文经典与人文修养,赫广霖,(2019-2020-2)-C1292031-40372-2,1月16日,人文艺术与数字媒体学院、法学院,<td>周二第8.9节{第1-16周}</td>,<td>第12教研楼110</td>,<td>&nbsp;</td>
已开,多媒体课件的设计与制作,2,考查,科技发展与科学精神,陈梅,(2019-2020-2)-C1592002-16003-1,1月16日,人文艺术与数字媒体学院、法学院,<td>周二第6.7节{第1-16周}</td>,<td>第7教研楼南309</td>,<td>&nbsp;</td>
已开,美术鉴赏,2,考查,艺术创作与审美体验,宋珊琳,(2019-2020-2)-C1592019-16038-2,1月16日,人文艺术与数字媒体学院、法学院,<td>周四第10.11节{第1-16周}</td>,<td>第12教研楼402</td>,<td>&nbsp;</td>
